#{"t_start": 1611321499.4353979, "env_id": "Reacher-v2"}
r,l,t
-3.787584,50,2699.916799
-5.30395,50,2699.970963
-3.696787,50,2700.02485
-4.946526,50,2700.078659
-4.692574,50,2700.132763
-4.897349,50,2700.187127
-4.736606,50,2700.240898
-5.763551,50,2700.294771
-3.5795,50,2700.348362
-2.728929,50,2700.402332
-6.593454,50,2700.456239
-2.527956,50,2700.510325
-5.111178,50,2700.564063
-1.708891,50,2700.617717
-4.486203,50,2700.672088
-3.639663,50,2700.725648
-5.5089,50,2700.779473
-8.157936,50,2700.833416
-5.615194,50,2700.887674
-3.946963,50,2700.940984
-4.689688,50,2702.619015
-1.309343,50,2703.22276
-3.604065,50,2703.824328
-4.827983,50,2704.423817
-5.899539,50,2705.023302
-1.872342,50,2705.628454
-5.515247,50,2706.230858
-5.713232,50,2706.831408
-3.451731,50,2707.430784
-2.707025,50,2708.032183
-6.117402,50,2708.637287
-1.619635,50,2709.236038
-1.47485,50,2709.837332
-2.728946,50,2710.43851
-3.094639,50,2711.0417
-2.752889,50,2711.644048
-3.796528,50,2712.243091
-7.243381,50,2712.848998
-3.606979,50,2713.44635
-5.069245,50,2714.047665
-4.446261,50,2714.648091
-1.847754,50,2715.249667
-3.105031,50,2715.846975
-4.993074,50,2716.450795
-6.208414,50,2717.051247
-4.091946,50,2717.655458
-6.046606,50,2718.25747
-5.774979,50,2718.85892
-4.587469,50,2719.459246
-5.409238,50,2720.056911
-4.597701,50,2720.658682
-3.82561,50,2721.258524
-3.96647,50,2721.860623
-5.371642,50,2722.461419
-5.573586,50,2723.063038
-3.404643,50,2723.667854
-4.846281,50,2724.268341
-2.849603,50,2724.867445
-3.868147,50,2725.470884
-4.529531,50,2726.072393
-4.806375,50,2726.672697
-4.988188,50,2728.672383
-4.163403,50,2728.73008
-4.493555,50,2728.783716
-4.494583,50,2728.837226
-6.82924,50,2728.891104
-5.347471,50,2728.944896
-6.396143,50,2728.998935
-9.899686,50,2729.052928
-2.644967,50,2729.106847
-5.601116,50,2729.160493
-2.533953,50,2729.214384
-3.113144,50,2729.269018
-2.926522,50,2729.323224
-3.698323,50,2729.376401
-6.289227,50,2729.430354
-4.814255,50,2729.484348
-5.969735,50,2729.537795
-4.424796,50,2729.591841
-1.937564,50,2729.645515
-3.378818,50,2729.699291
-6.198802,50,2729.752771
-2.330425,50,2729.805866
-5.294289,50,2729.860343
-2.87246,50,2729.914336
-6.414122,50,2729.967941
-2.303296,50,2730.021634
-6.096684,50,2730.076048
-6.381678,50,2730.129602
-4.749874,50,2730.183156
-4.87053,50,2730.237545
-5.020483,50,2730.291517
-4.994056,50,2730.345148
-1.583539,50,2730.398749
-5.877636,50,2730.452761
-5.330533,50,2730.506572
-4.138624,50,2730.559841
-3.453592,50,2730.613996
-4.929954,50,2730.667845
-5.772332,50,2730.721416
-2.149778,50,2730.775354
-3.84822,50,2730.828917
-3.028034,50,2732.403383
-4.552633,50,2732.460106
-1.751774,50,2732.513307
-5.877255,50,2732.566536
-9.196977,50,2732.620451
-1.988068,50,2732.674081
-1.642731,50,2732.727609
-9.794497,50,2732.781333
-2.543258,50,2732.834845
-4.895116,50,2732.888146
-3.707126,50,2732.941679
-4.020548,50,2732.995626
-2.683242,50,2733.048918
-5.02409,50,2733.102428
-2.241304,50,2733.156093
-5.638933,50,2733.209245
-4.496357,50,2733.263985
-4.41938,50,2733.317414
-1.440208,50,2733.370793
-4.116622,50,2733.424402
-5.291635,50,2733.478546
-5.927568,50,2733.531986
-5.177446,50,2733.584982
-4.786492,50,2733.638644
-2.766552,50,2733.692026
-3.214956,50,2733.74496
-1.575132,50,2733.798299
-5.793199,50,2733.851982
-2.921334,50,2733.905566
-3.103218,50,2733.959325
-4.647935,50,2734.01257
-1.706575,50,2734.066155
-2.714673,50,2734.119227
-4.89304,50,2734.172304
-5.102492,50,2734.225574
-5.037438,50,2734.280099
-6.571516,50,2734.33325
-6.385521,50,2734.386611
-4.859933,50,2734.440157
-5.850222,50,2734.494213
-1.456015,50,2734.54738
-3.649167,50,2736.110309
-7.258235,50,2736.167881
-3.291255,50,2736.221234
-2.043911,50,2736.275864
-3.533492,50,2736.329576
-5.063561,50,2736.383039
-5.039997,50,2736.43653
-3.660035,50,2736.492359
-2.861312,50,2736.545292
-4.270609,50,2736.598595
-4.391378,50,2736.654383
-6.018789,50,2736.707552
-3.157874,50,2736.760947
-6.209329,50,2736.814368
-4.048129,50,2736.86926
-5.035066,50,2736.92244
-4.584039,50,2736.976642
-2.90053,50,2737.029974
-2.677924,50,2737.083434
-3.474766,50,2737.137893
-4.916755,50,2737.192977
-7.16524,50,2737.24774
-4.32816,50,2737.302871
-4.086618,50,2737.356099
-5.023704,50,2737.409419
-4.356113,50,2737.463612
-7.66539,50,2737.517336
-3.934514,50,2737.570452
-4.27336,50,2737.624148
-3.300785,50,2737.677945
-4.616758,50,2737.731206
-3.916712,50,2737.784508
-4.440226,50,2737.837961
-3.183013,50,2737.891598
-1.835674,50,2737.944826
-2.597621,50,2737.998153
-1.342479,50,2738.051705
-5.587834,50,2738.105054
-5.042766,50,2738.158729
-2.615057,50,2738.212151
-2.263906,50,2738.266273
-7.623534,50,2739.837411
-2.072639,50,2739.894315
-2.486922,50,2739.947532
-1.839684,50,2740.001967
-6.616303,50,2740.05583
-5.125128,50,2740.108843
-6.14447,50,2740.162438
-4.404123,50,2740.216355
-1.425583,50,2740.270459
-7.941646,50,2740.324975
-4.561681,50,2740.37852
-4.665006,50,2740.432137
-4.472346,50,2740.485516
-5.019237,50,2740.539026
-5.961159,50,2740.595035
-4.782353,50,2740.6487
-3.981063,50,2740.702666
-3.199952,50,2740.756346
-1.922945,50,2740.810004
-2.983453,50,2740.863689
-3.918979,50,2740.917004
-3.500255,50,2740.969996
-5.702509,50,2741.023727
-4.464518,50,2741.076984
-4.477664,50,2741.130121
-4.446656,50,2741.183465
-2.742345,50,2741.236912
-1.178089,50,2741.290888
-7.406515,50,2741.344274
-5.280575,50,2741.397717
-2.409153,50,2741.451379
-4.484392,50,2741.50525
-4.921764,50,2741.558677
-4.964279,50,2741.612416
-4.555205,50,2741.666437
-4.932539,50,2741.719648
-4.691205,50,2741.772661
-4.645969,50,2741.826277
-5.407721,50,2741.879624
-4.378636,50,2741.932903
-7.065917,50,2741.986386
-5.778475,50,2743.553933
-5.288084,50,2743.610836
-1.66505,50,2743.664775
-4.298518,50,2743.71784
-4.523425,50,2743.771595
-4.658635,50,2743.825123
-7.263827,50,2743.878575
-2.174027,50,2743.931648
-4.680819,50,2743.985041
-4.044629,50,2744.03853
-1.899962,50,2744.091885
-4.959395,50,2744.144925
-4.650703,50,2744.198338
-1.239799,50,2744.251603
-4.304067,50,2744.306481
-5.085205,50,2744.36025
-1.488084,50,2744.413338
-4.875997,50,2744.466918
-7.13071,50,2744.519867
-2.212821,50,2744.573022
-4.701412,50,2744.626547
-2.312859,50,2744.679747
-2.737124,50,2744.7325
-3.842422,50,2744.785805
-4.741962,50,2744.838784
-4.933673,50,2744.892043
-2.631772,50,2744.944803
-1.726055,50,2744.997952
-2.88306,50,2745.051241
-6.617147,50,2745.104271
-0.947632,50,2745.157074
-2.129932,50,2745.210188
-5.158632,50,2745.263609
-8.319243,50,2745.317716
-4.966906,50,2745.370883
-2.970998,50,2745.424122
-5.522882,50,2745.477419
-2.125916,50,2745.529943
-2.34559,50,2745.583493
-4.477332,50,2745.636836
-4.031639,50,2745.689961
-2.074462,50,2747.25001
-4.526374,50,2747.306599
-5.048439,50,2747.360239
-1.186702,50,2747.413548
-4.051768,50,2747.467405
-3.132894,50,2747.521122
-1.913471,50,2747.574926
-6.234573,50,2747.628313
-5.06253,50,2747.681502
-4.89776,50,2747.73514
-5.76017,50,2747.788143
-4.505387,50,2747.84113
-6.163383,50,2747.894324
-3.181439,50,2747.947545
-3.138602,50,2748.000872
-3.599514,50,2748.05445
-4.461169,50,2748.107747
-3.046021,50,2748.160979
-2.660641,50,2748.215188
-5.025008,50,2748.268991
-5.523952,50,2748.3239
-5.44012,50,2748.37685
-3.732436,50,2748.433271
-4.765895,50,2748.48709
-5.231713,50,2748.540156
-4.80957,50,2748.593922
-4.466622,50,2748.64791
-4.698316,50,2748.701004
-6.034508,50,2748.754424
-2.02282,50,2748.808818
-6.96873,50,2748.862556
-6.624566,50,2748.915777
-4.790588,50,2748.969277
-5.091086,50,2749.022566
-6.61677,50,2749.0763
-4.92585,50,2749.129542
-1.18772,50,2749.184378
-5.742036,50,2749.23766
-4.738229,50,2749.291123
-4.643926,50,2749.345413
-4.123668,50,2749.399791
-4.219657,50,2750.965572
-1.888832,50,2751.021017
-3.813277,50,2751.074695
-1.709349,50,2751.128594
-5.427356,50,2751.181966
-5.973914,50,2751.235573
-8.010747,50,2751.288946
-5.593095,50,2751.343429
-5.2374,50,2751.397295
-4.836708,50,2751.451464
-4.004619,50,2751.505249
-5.293542,50,2751.559203
-2.558624,50,2751.613109
-3.346501,50,2751.667159
-5.716902,50,2751.720175
-2.290891,50,2751.773303
-7.101862,50,2751.826819
-5.946765,50,2751.880225
-2.728569,50,2751.933828
-5.60738,50,2751.987256
-4.690288,50,2752.040814
-6.212516,50,2752.094229
-3.688938,50,2752.147158
-1.186999,50,2752.20062
-1.838422,50,2752.254103
-1.841024,50,2752.307873
-5.822068,50,2752.362438
-5.341063,50,2752.415707
-7.025214,50,2752.469254
-1.718724,50,2752.522722
-2.222607,50,2752.576359
-5.090588,50,2752.630313
-3.582251,50,2752.683761
-7.957736,50,2752.736818
-6.502214,50,2752.79082
-2.207603,50,2752.84396
-1.759902,50,2752.89698
-3.560113,50,2752.950505
-1.935084,50,2753.003608
-4.785735,50,2753.057429
-4.99799,50,2753.110858
-3.093384,50,2754.680606
-3.597647,50,2754.736254
-7.477649,50,2754.789367
-6.192291,50,2754.84339
-2.353349,50,2754.896782
-5.279869,50,2754.950428
-9.032613,50,2755.003738
-2.267355,50,2755.057276
-5.705839,50,2755.110687
-3.464336,50,2755.163787
-3.110448,50,2755.2172
-3.641113,50,2755.270397
-3.477902,50,2755.324522
-5.034848,50,2755.379226
-6.431345,50,2755.43232
-2.677607,50,2755.486345
-0.95078,50,2755.539579
-4.9456,50,2755.593027
-5.454405,50,2755.647158
-4.859341,50,2755.700625
-4.714173,50,2755.753997
-3.977574,50,2755.807774
-8.355659,50,2755.861374
-1.859202,50,2755.914734
-6.451103,50,2755.968452
-4.733959,50,2756.021791
-3.547192,50,2756.075793
-4.849045,50,2756.129326
-6.022751,50,2756.182732
-2.925239,50,2756.236389
-1.263352,50,2756.290214
-2.443763,50,2756.343521
-4.33312,50,2756.397963
-2.306583,50,2756.452249
-5.923762,50,2756.506148
-6.013154,50,2756.559616
-3.85128,50,2756.613299
-5.626255,50,2756.666677
-4.203035,50,2756.719943
-3.821795,50,2756.773477
-4.674932,50,2756.827073
-8.25002,50,2758.393963
-5.365004,50,2758.448378
-5.415667,50,2758.501961
-2.76218,50,2758.555523
-7.547119,50,2758.608703
-5.471814,50,2758.662434
-5.25529,50,2758.716179
-3.876008,50,2758.76934
-4.505168,50,2758.823078
-4.477526,50,2758.876756
-5.55792,50,2758.929923
-2.827446,50,2758.983842
-4.685956,50,2759.037443
-1.406597,50,2759.09093
-5.059859,50,2759.144059
-3.656431,50,2759.197333
-3.449839,50,2759.250872
-6.346874,50,2759.303737
-3.017753,50,2759.357521
-4.031053,50,2759.412235
-6.030058,50,2759.465895
-6.758063,50,2759.519349
-1.929941,50,2759.57275
-4.706891,50,2759.626308
-6.69167,50,2759.680134
-2.204901,50,2759.733042
-3.361694,50,2759.786242
-2.840328,50,2759.839978
-4.362419,50,2759.893489
-4.446392,50,2759.947123
-5.919062,50,2760.000962
-4.451694,50,2760.05421
-4.794611,50,2760.108421
-5.147094,50,2760.161533
-6.315525,50,2760.215258
-2.594461,50,2760.268863
-5.299509,50,2760.322596
-6.939312,50,2760.377655
-2.74996,50,2760.431466
-6.272382,50,2760.485242
-2.457011,50,2760.538764
-4.499536,50,2762.107111
-6.353895,50,2762.161323
-4.511064,50,2762.214891
-4.6386,50,2762.268607
-2.477388,50,2762.322359
-6.537531,50,2762.378029
-4.636463,50,2762.431946
-5.124272,50,2762.485706
-3.332095,50,2762.539555
-3.309892,50,2762.593716
-5.632892,50,2762.648048
-4.144603,50,2762.702139
-2.090971,50,2762.755804
-5.321356,50,2762.809246
-1.849903,50,2762.863826
-6.317727,50,2762.917381
-5.206746,50,2762.971374
-1.580346,50,2763.026319
-2.798815,50,2763.08041
-3.875275,50,2763.133851
-6.003632,50,2763.187578
-2.250483,50,2763.241214
-4.337229,50,2763.294852
-1.045777,50,2763.348297
-6.927683,50,2763.402959
-6.072324,50,2763.456865
-4.579844,50,2763.51052
-4.165663,50,2763.564524
-4.079731,50,2763.61805
-7.002758,50,2763.672004
-4.478008,50,2763.726906
-3.758321,50,2763.780349
-5.378247,50,2763.834203
-2.885513,50,2763.88818
-6.361201,50,2763.941714
-4.404883,50,2763.99585
-3.526988,50,2764.049844
-6.814031,50,2764.10371
-2.868397,50,2764.157193
-5.863077,50,2764.211218
-2.065648,50,2764.265277
-2.979548,50,2765.836677
-3.125406,50,2765.891311
-7.890986,50,2765.944782
-3.438413,50,2765.998058
-7.495739,50,2766.051948
-6.662665,50,2766.105462
-4.354756,50,2766.158427
-3.426914,50,2766.211938
-6.287415,50,2766.265938
-4.852976,50,2766.319989
-5.39539,50,2766.373353
-4.571387,50,2766.428079
-4.084332,50,2766.482215
-5.753825,50,2766.535832
-4.634381,50,2766.589714
-1.172978,50,2766.64372
-3.938762,50,2766.697131
-6.048096,50,2766.7507
-4.993837,50,2766.804378
-1.651395,50,2766.85833
-6.158255,50,2766.912317
-3.907273,50,2766.965324
-4.378229,50,2767.018936
-4.663389,50,2767.072623
-6.448829,50,2767.126258
-2.851291,50,2767.179559
-4.744978,50,2767.233321
-2.92073,50,2767.286375
-1.822894,50,2767.339764
-6.492502,50,2767.393805
-8.030776,50,2767.448227
-4.148988,50,2767.501566
-2.244901,50,2767.555382
-4.085867,50,2767.608906
-5.174941,50,2767.662811
-1.442758,50,2767.716265
-4.790438,50,2767.769506
-5.163914,50,2767.823258
-4.618984,50,2767.87683
-6.6392,50,2767.930353
-4.434483,50,2767.983717
-5.006313,50,2769.553683
-5.41119,50,2769.608054
-5.037156,50,2769.661686
-5.206992,50,2769.715437
-4.60834,50,2769.768734
-4.517712,50,2769.821979
-4.989177,50,2769.875947
-2.098545,50,2769.929264
-2.398434,50,2769.982378
-3.312779,50,2770.036081
-2.289418,50,2770.08966
-9.332356,50,2770.143076
-4.598669,50,2770.196589
-2.017389,50,2770.250572
-4.561698,50,2770.304011
-1.404069,50,2770.357555
-4.506237,50,2770.411424
-4.672951,50,2770.466053
-5.184741,50,2770.519777
-3.77943,50,2770.573005
-5.027473,50,2770.62662
-4.816989,50,2770.679899
-2.363352,50,2770.733093
-5.873969,50,2770.786079
-3.620567,50,2770.839466
-4.830198,50,2770.892437
-4.519094,50,2770.945693
-6.051906,50,2770.999197
-4.831916,50,2771.052821
-5.292587,50,2771.106147
-4.167121,50,2771.158979
-4.199613,50,2771.212489
-5.530895,50,2771.266266
-3.244941,50,2771.31936
-4.742959,50,2771.372623
-3.070824,50,2771.426895
-4.340319,50,2771.480641
-2.085023,50,2771.533958
-1.76649,50,2771.58713
-4.326586,50,2771.640524
-2.506822,50,2771.694104
-3.886078,50,2773.260044
-2.810768,50,2773.313766
-6.058185,50,2773.36718
-3.698209,50,2773.421067
-5.421375,50,2773.475961
-3.165741,50,2773.529468
-3.053082,50,2773.582713
-3.775784,50,2773.63667
-4.802081,50,2773.689932
-6.269052,50,2773.743385
-7.229261,50,2773.797186
-4.55196,50,2773.850889
-5.533969,50,2773.904662
-6.300241,50,2773.958571
-4.715831,50,2774.01231
-6.382785,50,2774.066136
-3.186997,50,2774.119691
-5.71172,50,2774.172905
-4.563145,50,2774.226637
-3.744627,50,2774.280113
-5.107833,50,2774.334121
-3.728294,50,2774.3875
-3.1583,50,2774.442283
-5.509299,50,2774.496156
-6.810846,50,2774.54939
-4.907391,50,2774.603025
-4.976583,50,2774.65661
-2.700257,50,2774.709968
-3.221061,50,2774.763901
-3.109726,50,2774.817198
-5.793341,50,2774.870801
-4.567607,50,2774.924242
-6.418955,50,2774.977123
-6.350495,50,2775.030866
-4.340148,50,2775.083965
-3.117668,50,2775.13684
-4.685496,50,2775.190313
-4.083427,50,2775.244378
-7.746501,50,2775.297804
-4.901832,50,2775.351582
-6.624511,50,2775.404818
-5.703131,50,2776.973272
-1.108435,50,2777.027441
-5.637775,50,2777.080647
-6.368851,50,2777.133991
-3.655239,50,2777.187382
-4.565138,50,2777.24127
-4.469555,50,2777.295294
-4.724132,50,2777.349043
-2.611871,50,2777.402813
-4.513347,50,2777.45723
-4.952026,50,2777.511766
-3.656982,50,2777.565207
-6.00136,50,2777.618763
-6.37085,50,2777.672532
-4.030917,50,2777.725717
-5.218275,50,2777.778817
-2.051492,50,2777.83212
-3.125159,50,2777.886409
-4.309309,50,2777.939605
-2.738178,50,2777.993212
-1.93831,50,2778.046716
-4.870558,50,2778.100374
-6.66546,50,2778.154495
-6.143278,50,2778.208015
-4.782246,50,2778.261486
-1.972073,50,2778.315041
-2.89334,50,2778.36786
-4.977149,50,2778.423559
-4.958734,50,2778.47982
-3.720722,50,2778.533248
-5.552935,50,2778.586716
-6.448182,50,2778.640467
-5.726872,50,2778.693871
-5.969282,50,2778.746939
-7.454158,50,2778.800442
-3.93452,50,2778.853944
-6.119082,50,2778.90741
-6.615294,50,2778.960749
-5.188254,50,2779.014228
-2.437524,50,2779.067643
-2.613288,50,2779.120837
-4.652466,50,2780.698044
-3.54615,50,2780.752681
-5.867046,50,2780.806896
-4.578548,50,2780.861157
-3.3989,50,2780.915012
-3.705403,50,2780.968823
-7.138631,50,2781.022913
-5.277725,50,2781.076909
-5.958502,50,2781.13027
-5.819346,50,2781.184885
-6.402397,50,2781.239863
-6.039213,50,2781.295185
-4.520102,50,2781.348899
-5.755791,50,2781.403139
-3.028601,50,2781.456942
-6.042818,50,2781.512499
-5.214954,50,2781.566449
-4.910038,50,2781.620456
-1.25092,50,2781.675137
-3.864441,50,2781.728808
-7.720484,50,2781.78368
-4.718148,50,2781.837728
-3.552987,50,2781.892309
-4.576014,50,2781.94628
-6.059869,50,2782.000616
-4.58906,50,2782.054555
-3.818222,50,2782.108288
-3.244944,50,2782.162006
-2.982049,50,2782.216245
-5.628354,50,2782.27076
-5.138746,50,2782.324781
-2.863358,50,2782.379016
-3.038443,50,2782.433027
-2.532425,50,2782.487675
-5.005724,50,2782.541781
-3.58603,50,2782.595595
-5.561167,50,2782.64993
-5.308612,50,2782.704184
-4.933234,50,2782.757683
-5.52228,50,2782.811931
-6.800568,50,2782.866203
-4.947708,50,2784.444053
-5.81902,50,2784.499515
-6.076284,50,2784.553211
-3.004171,50,2784.607407
-6.609807,50,2784.661573
-4.606839,50,2784.715626
-4.120886,50,2784.768972
-3.657562,50,2784.822716
-4.193262,50,2784.876837
-3.255113,50,2784.93051
-3.771928,50,2784.984607
-1.560058,50,2785.03861
-2.609262,50,2785.092433
-5.230776,50,2785.146048
-3.655742,50,2785.19999
-4.388372,50,2785.254097
-6.394635,50,2785.307554
-1.509509,50,2785.362643
-5.298418,50,2785.416686
-2.769463,50,2785.470574
-2.364836,50,2785.526187
-5.454377,50,2785.579954
-3.526296,50,2785.634255
-4.512987,50,2785.688749
-5.315271,50,2785.742428
-5.376292,50,2785.796223
-4.141437,50,2785.850131
-6.818802,50,2785.904356
-6.575495,50,2785.958078
-4.874286,50,2786.012163
-5.932261,50,2786.066103
-1.236345,50,2786.119616
-4.857876,50,2786.17328
-3.077988,50,2786.22749
-4.302093,50,2786.280996
-4.952548,50,2786.335178
-4.107306,50,2786.388552
-3.377332,50,2786.442921
-5.359301,50,2786.498279
-2.765403,50,2786.552353
-1.720731,50,2786.605999
-4.636102,50,2788.183187
-4.608998,50,2788.238335
-4.132984,50,2788.291871
-2.603539,50,2788.345711
-6.297941,50,2788.399711
-4.804069,50,2788.456409
-4.990444,50,2788.511472
-2.110409,50,2788.564813
-3.06302,50,2788.618947
-4.449516,50,2788.673155
-5.245767,50,2788.727225
-5.524862,50,2788.780763
-6.026729,50,2788.834754
-6.158555,50,2788.888694
-4.695906,50,2788.942602
-3.62003,50,2788.996411
-8.474716,50,2789.050178
-4.305571,50,2789.10348
-2.689628,50,2789.157041
-6.69818,50,2789.210665
-3.64847,50,2789.264449
-5.803271,50,2789.317835
-4.654295,50,2789.371022
-4.528733,50,2789.425455
-1.317911,50,2789.478656
-3.849577,50,2789.533396
-2.949396,50,2789.586864
-2.502253,50,2789.641065
-4.827318,50,2789.695651
-6.079753,50,2789.748983
-5.213102,50,2789.803752
-5.343699,50,2789.857804
-2.132495,50,2789.911571
-5.715591,50,2789.964949
-5.600381,50,2790.018192
-4.720353,50,2790.072082
-5.989229,50,2790.125643
-4.287819,50,2790.179153
-5.690556,50,2790.23331
-2.720245,50,2790.286987
-3.522138,50,2790.340755
-4.54012,50,2791.929441
-7.776445,50,2791.982782
-2.01568,50,2792.03625
-1.193187,50,2792.08977
-1.598165,50,2792.144605
-6.876302,50,2792.197956
-2.80093,50,2792.252196
-4.893472,50,2792.305825
-4.484617,50,2792.359556
-1.655993,50,2792.413141
-2.306345,50,2792.46694
-2.449994,50,2792.521085
-5.055328,50,2792.575261
-5.61226,50,2792.629376
-4.619673,50,2792.682862
-4.981698,50,2792.736377
-2.296597,50,2792.789747
-4.939506,50,2792.843497
-6.372599,50,2792.896747
-6.836124,50,2792.950303
-2.33652,50,2793.003998
-4.331212,50,2793.057532
-5.949003,50,2793.111039
-1.92601,50,2793.16406
-4.891949,50,2793.217545
-3.029931,50,2793.27149
-4.885688,50,2793.325054
-5.561332,50,2793.37839
-2.199268,50,2793.43238
-3.3554,50,2793.485754
-8.87187,50,2793.540133
-4.221224,50,2793.59352
-2.88511,50,2793.647731
-5.794427,50,2793.70144
-1.488388,50,2793.755086
-3.402997,50,2793.808362
-7.406887,50,2793.862091
-5.072824,50,2793.915694
-5.202041,50,2793.969117
-5.854298,50,2794.022632
-2.527006,50,2794.076698
-9.502514,50,2795.660725
-4.685593,50,2795.714427
-5.035602,50,2795.767978
-5.948811,50,2795.821265
-5.206255,50,2795.87537
-4.303196,50,2795.928852
-3.799947,50,2795.982356
-4.691521,50,2796.036062
-1.790453,50,2796.089528
-6.750855,50,2796.144346
-3.50503,50,2796.198289
-6.0387,50,2796.252528
-1.15364,50,2796.30636
-4.562434,50,2796.360029
-4.986861,50,2796.413462
-4.901864,50,2796.467331
-5.711865,50,2796.521593
-7.435872,50,2796.576374
-6.696935,50,2796.630913
-2.672003,50,2796.684634
-6.258193,50,2796.738118
-3.422033,50,2796.791783
-2.643947,50,2796.845634
-3.933062,50,2796.899518
-4.435353,50,2796.953008
-5.440774,50,2797.006288
-5.588165,50,2797.060077
-6.417093,50,2797.113249
-4.925867,50,2797.16684
-4.540678,50,2797.220417
-6.732217,50,2797.273952
-5.204063,50,2797.327524
-2.16796,50,2797.380887
-4.08216,50,2797.434712
-2.844027,50,2797.488292
-5.230082,50,2797.54137
-5.31007,50,2797.596541
-1.713739,50,2797.651218
-5.245966,50,2797.704945
-4.577391,50,2797.758302
-6.396099,50,2797.812027
-4.858448,50,2799.927974
-1.467193,50,2800.532068
-1.949892,50,2801.131012
-4.389726,50,2801.732841
-3.385093,50,2802.334642
-2.3015,50,2802.938926
-3.046008,50,2803.538302
-5.083262,50,2804.14264
-1.465437,50,2804.747217
-4.201403,50,2805.346896
-4.651682,50,2805.949137
-3.415152,50,2806.552857
-2.230709,50,2807.154475
-5.439062,50,2807.756901
-1.840412,50,2808.358141
-5.638878,50,2808.962914
-8.168979,50,2809.567428
-4.676512,50,2810.167919
-4.913228,50,2810.767915
-2.658191,50,2811.367421
-4.628411,50,2811.971098
-2.137369,50,2812.572059
-3.645519,50,2813.17138
-5.743118,50,2813.774891
-2.474156,50,2814.374458
-4.713114,50,2814.974803
-5.554532,50,2815.57856
-7.506988,50,2816.178746
-4.038824,50,2816.779974
-4.012357,50,2817.378669
-3.173886,50,2817.979754
-6.069455,50,2818.578931
-5.074516,50,2819.181748
-2.377834,50,2819.783105
-4.214368,50,2820.383332
-4.819808,50,2820.988066
-3.66362,50,2821.58906
-3.264783,50,2822.190173
-2.36265,50,2822.79261
-1.658633,50,2823.392904
-3.664215,50,2825.501483
-1.849855,50,2825.560031
-8.964051,50,2825.613394
-2.655347,50,2825.666648
-4.019209,50,2825.72148
-2.165091,50,2825.774236
-7.036184,50,2825.827413
-3.761068,50,2825.880822
-8.221699,50,2825.93354
-4.815677,50,2825.986524
-4.62654,50,2826.039903
-4.51149,50,2826.094354
-4.566806,50,2826.14712
-6.595002,50,2826.200265
-4.448263,50,2826.254292
-2.634422,50,2826.307375
-1.940509,50,2826.360555
-8.198076,50,2826.413547
-7.926383,50,2826.467637
-2.280998,50,2826.521146
-1.778674,50,2826.580536
-5.503915,50,2826.641847
-3.17463,50,2826.70369
-3.831195,50,2826.76087
-5.277004,50,2826.814297
-5.676816,50,2826.867862
-6.265296,50,2826.920787
-3.697333,50,2826.974153
-4.727303,50,2827.027539
-6.360862,50,2827.080836
-3.355969,50,2827.143046
-4.91207,50,2827.202503
-4.859932,50,2827.261595
-6.615185,50,2827.320782
-1.817755,50,2827.379575
-2.923626,50,2827.438221
-2.057335,50,2827.498801
-4.892382,50,2827.557415
-6.671414,50,2827.617938
-6.782776,50,2827.676568
-5.418012,50,2827.735711
-4.830018,50,2829.326906
-6.396552,50,2829.385855
-5.371882,50,2829.43992
-5.986081,50,2829.493779
-5.166801,50,2829.547661
-4.515601,50,2829.601619
-1.818662,50,2829.655689
-2.733984,50,2829.710461
-2.40113,50,2829.763878
-1.871418,50,2829.817466
-5.173999,50,2829.871193
-5.607188,50,2829.924614
-6.051956,50,2829.977956
-4.253262,50,2830.031493
-4.636909,50,2830.085328
-3.228175,50,2830.138605
-6.291504,50,2830.192202
-4.403346,50,2830.24635
-4.805018,50,2830.299852
-5.076469,50,2830.353145
-3.821519,50,2830.406672
-4.790438,50,2830.460246
-2.951629,50,2830.513647
-5.967758,50,2830.5675
-3.348143,50,2830.620819
-2.521871,50,2830.674887
-3.175465,50,2830.729224
-4.789646,50,2830.782599
-2.327717,50,2830.835829
-4.951367,50,2830.890204
-3.553112,50,2830.943528
-6.621052,50,2830.996489
-3.511032,50,2831.050101
-4.972613,50,2831.103714
-4.557398,50,2831.156925
-4.410331,50,2831.210482
-4.724887,50,2831.264729
-4.57296,50,2831.317608
-4.256052,50,2831.371164
-6.64179,50,2831.424702
-4.133669,50,2831.478815
-5.635605,50,2833.049064
-4.459426,50,2833.108634
-4.021603,50,2833.162009
-4.948724,50,2833.215845
-1.987827,50,2833.270211
-2.674243,50,2833.32365
-4.023286,50,2833.377029
-4.661744,50,2833.430723
-2.46231,50,2833.484297
-3.092511,50,2833.537841
-3.358801,50,2833.592018
-5.821667,50,2833.646166
-2.225105,50,2833.699821
-1.978265,50,2833.754172
-6.649937,50,2833.807632
-4.418593,50,2833.861276
-2.682939,50,2833.914845
-3.166535,50,2833.967999
-4.28712,50,2834.021503
-4.262584,50,2834.07513
-1.928556,50,2834.128479
-5.601675,50,2834.181879
-4.568861,50,2834.236906
-6.543206,50,2834.290666
-3.27046,50,2834.344368
-6.317811,50,2834.397751
-2.980296,50,2834.452286
-5.51471,50,2834.50597
-3.910995,50,2834.559576
-3.003808,50,2834.613326
-4.246393,50,2834.667127
-5.212386,50,2834.721279
-7.304478,50,2834.775053
-5.255984,50,2834.828915
-4.766769,50,2834.883251
